PK,O*NET-SOC Code,Title,Interests Element ID,Interests Element Name,Scale ID,Scale Name,Data Value,Date,Domain Source
224,11-3071.04,Supply Chain Managers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
225,11-3071.04,Supply Chain Managers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
226,11-3111.00,Compensation and Benefits Managers,1.B.1.a,Realistic,OI,Occupational Interests,1,Nov-23,Machine Learning
227,11-3111.00,Compensation and Benefits Managers,1.B.1.b,Investigative,OI,Occupational Interests,2.44,Nov-23,Machine Learning
228,11-3111.00,Compensation and Benefits Managers,1.B.1.c,Artistic,OI,Occupational Interests,1.49,Nov-23,Machine Learning
229,11-3111.00,Compensation and Benefits Managers,1.B.1.d,Social,OI,Occupational Interests,3.69,Nov-23,Machine Learning
230,11-3111.00,Compensation and Benefits Managers,1.B.1.e,Enterprising,OI,Occupational Interests,7,Nov-23,Machine Learning
231,11-3111.00,Compensation and Benefits Managers,1.B.1.f,Conventional,OI,Occupational Interests,5.56,Nov-23,Machine Learning
232,11-3111.00,Compensation and Benefits Managers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
233,11-3111.00,Compensation and Benefits Managers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
234,11-3111.00,Compensation and Benefits Managers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,4,Nov-23,Machine Learning
235,11-3121.00,Human Resources Managers,1.B.1.a,Realistic,OI,Occupational Interests,1.09,Nov-23,Machine Learning
236,11-3121.00,Human Resources Managers,1.B.1.b,Investigative,OI,Occupational Interests,2.68,Nov-23,Machine Learning
237,11-3121.00,Human Resources Managers,1.B.1.c,Artistic,OI,Occupational Interests,1.71,Nov-23,Machine Learning
238,11-3121.00,Human Resources Managers,1.B.1.d,Social,OI,Occupational Interests,3.88,Nov-23,Machine Learning
239,11-3121.00,Human Resources Managers,1.B.1.e,Enterprising,OI,Occupational Interests,7,Nov-23,Machine Learning
240,11-3121.00,Human Resources Managers,1.B.1.f,Conventional,OI,Occupational Interests,5.19,Nov-23,Machine Learning
241,11-3121.00,Human Resources Managers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
242,11-3121.00,Human Resources Managers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
243,11-3121.00,Human Resources Managers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,4,Nov-23,Machine Learning
244,11-3131.00,Training and Development Managers,1.B.1.a,Realistic,OI,Occupational Interests,1.95,Nov-23,Machine Learning
245,11-3131.00,Training and Development Managers,1.B.1.b,Investigative,OI,Occupational Interests,3.26,Nov-23,Machine Learning
246,11-3131.00,Training and Development Managers,1.B.1.c,Artistic,OI,Occupational Interests,2.62,Nov-23,Machine Learning
247,11-3131.00,Training and Development Managers,1.B.1.d,Social,OI,Occupational Interests,5.54,Nov-23,Machine Learning
248,11-3131.00,Training and Development Managers,1.B.1.e,Enterprising,OI,Occupational Interests,6.35,Nov-23,Machine Learning
249,11-3131.00,Training and Development Managers,1.B.1.f,Conventional,OI,Occupational Interests,3.93,Nov-23,Machine Learning
250,11-3131.00,Training and Development Managers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
251,11-3131.00,Training and Development Managers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,4,Nov-23,Machine Learning
252,11-3131.00,Training and Development Managers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
253,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1.B.1.a,Realistic,OI,Occupational Interests,5.16,Nov-23,Machine Learning
254,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1.B.1.b,Investigative,OI,Occupational Interests,2.77,Nov-23,Machine Learning
255,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1.B.1.c,Artistic,OI,Occupational Interests,1.04,Nov-23,Machine Learning
256,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1.B.1.d,Social,OI,Occupational Interests,2.63,Nov-23,Machine Learning
257,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1.B.1.e,Enterprising,OI,Occupational Interests,5.54,Nov-23,Machine Learning
258,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1.B.1.f,Conventional,OI,Occupational Interests,4.51,Nov-23,Machine Learning
259,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
260,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
261,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
262,11-9021.00,Construction Managers,1.B.1.a,Realistic,OI,Occupational Interests,4.69,Nov-23,Machine Learning
263,11-9021.00,Construction Managers,1.B.1.b,Investigative,OI,Occupational Interests,3.08,Nov-23,Machine Learning
264,11-9021.00,Construction Managers,1.B.1.c,Artistic,OI,Occupational Interests,1.73,Nov-23,Machine Learning
265,11-9021.00,Construction Managers,1.B.1.d,Social,OI,Occupational Interests,2.34,Nov-23,Machine Learning
266,11-9021.00,Construction Managers,1.B.1.e,Enterprising,OI,Occupational Interests,5.74,Nov-23,Machine Learning
267,11-9021.00,Construction Managers,1.B.1.f,Conventional,OI,Occupational Interests,4.81,Nov-23,Machine Learning
268,11-9021.00,Construction Managers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
269,11-9021.00,Construction Managers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
270,11-9021.00,Construction Managers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
271,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.B.1.a,Realistic,OI,Occupational Interests,1.08,Nov-23,Machine Learning
272,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.B.1.b,Investigative,OI,Occupational Interests,3.03,Nov-23,Machine Learning
273,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.B.1.c,Artistic,OI,Occupational Interests,2.88,Nov-23,Machine Learning
274,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.B.1.d,Social,OI,Occupational Interests,6.6,Nov-23,Machine Learning
275,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.B.1.e,Enterprising,OI,Occupational Interests,4.76,Nov-23,Machine Learning
276,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.B.1.f,Conventional,OI,Occupational Interests,4.28,Nov-23,Machine Learning
277,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4,Nov-23,Machine Learning
278,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
279,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
280,11-9032.00,"Education Administrators, Kindergarten through Secondary",1.B.1.a,Realistic,OI,Occupational Interests,1.18,Nov-23,Machine Learning
281,11-9032.00,"Education Administrators, Kindergarten through Secondary",1.B.1.b,Investigative,OI,Occupational Interests,3.32,Nov-23,Machine Learning
282,11-9032.00,"Education Administrators, Kindergarten through Secondary",1.B.1.c,Artistic,OI,Occupational Interests,2.95,Nov-23,Machine Learning
283,11-9032.00,"Education Administrators, Kindergarten through Secondary",1.B.1.d,Social,OI,Occupational Interests,5.87,Nov-23,Machine Learning
284,11-9032.00,"Education Administrators, Kindergarten through Secondary",1.B.1.e,Enterprising,OI,Occupational Interests,5.17,Nov-23,Machine Learning
285,11-9032.00,"Education Administrators, Kindergarten through Secondary",1.B.1.f,Conventional,OI,Occupational Interests,4.48,Nov-23,Machine Learning
286,11-9032.00,"Education Administrators, Kindergarten through Secondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4,Nov-23,Machine Learning
287,11-9032.00,"Education Administrators, Kindergarten through Secondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
288,11-9032.00,"Education Administrators, Kindergarten through Secondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
289,11-9033.00,"Education Administrators, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,1,Nov-23,Machine Learning
290,11-9033.00,"Education Administrators, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,4,Nov-23,Machine Learning
291,11-9033.00,"Education Administrators, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,2.91,Nov-23,Machine Learning
292,11-9033.00,"Education Administrators, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,5.8,Nov-23,Machine Learning
293,11-9033.00,"Education Administrators, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,5.19,Nov-23,Machine Learning
294,11-9033.00,"Education Administrators, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,4.67,Nov-23,Machine Learning
295,11-9033.00,"Education Administrators, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4,Nov-23,Machine Learning
296,11-9033.00,"Education Administrators, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
297,11-9033.00,"Education Administrators, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
298,11-9041.00,Architectural and Engineering Managers,1.B.1.a,Realistic,OI,Occupational Interests,3.17,Nov-23,Machine Learning
299,11-9041.00,Architectural and Engineering Managers,1.B.1.b,Investigative,OI,Occupational Interests,4.46,Nov-23,Machine Learning
300,11-9041.00,Architectural and Engineering Managers,1.B.1.c,Artistic,OI,Occupational Interests,2.66,Nov-23,Machine Learning
301,11-9041.00,Architectural and Engineering Managers,1.B.1.d,Social,OI,Occupational Interests,2.84,Nov-23,Machine Learning
302,11-9041.00,Architectural and Engineering Managers,1.B.1.e,Enterprising,OI,Occupational Interests,6.38,Nov-23,Machine Learning
303,11-9041.00,Architectural and Engineering Managers,1.B.1.f,Conventional,OI,Occupational Interests,4.58,Nov-23,Machine Learning
304,11-9041.00,Architectural and Engineering Managers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
305,11-9041.00,Architectural and Engineering Managers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
306,11-9041.00,Architectural and Engineering Managers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
307,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.B.1.a,Realistic,OI,Occupational Interests,4.16,Nov-23,Machine Learning
308,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.B.1.b,Investigative,OI,Occupational Interests,5.84,Nov-23,Machine Learning
309,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.B.1.c,Artistic,OI,Occupational Interests,2.11,Nov-23,Machine Learning
310,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.B.1.d,Social,OI,Occupational Interests,2.1,Nov-23,Machine Learning
311,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.B.1.e,Enterprising,OI,Occupational Interests,4.7,Nov-23,Machine Learning
312,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.B.1.f,Conventional,OI,Occupational Interests,3.51,Nov-23,Machine Learning
313,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2,Nov-23,Machine Learning
314,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
315,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
316,11-9051.00,Food Service Managers,1.B.1.a,Realistic,OI,Occupational Interests,3.96,Nov-23,Machine Learning
317,11-9051.00,Food Service Managers,1.B.1.b,Investigative,OI,Occupational Interests,1.86,Nov-23,Machine Learning
318,11-9051.00,Food Service Managers,1.B.1.c,Artistic,OI,Occupational Interests,1.59,Nov-23,Machine Learning
319,11-9051.00,Food Service Managers,1.B.1.d,Social,OI,Occupational Interests,3.51,Nov-23,Machine Learning
320,11-9051.00,Food Service Managers,1.B.1.e,Enterprising,OI,Occupational Interests,5.95,Nov-23,Machine Learning
321,11-9051.00,Food Service Managers,1.B.1.f,Conventional,OI,Occupational Interests,5.29,Nov-23,Machine Learning
322,11-9051.00,Food Service Managers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
323,11-9051.00,Food Service Managers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
324,11-9051.00,Food Service Managers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
325,11-9071.00,Gambling Managers,1.B.1.a,Realistic,OI,Occupational Interests,2.94,Nov-23,Machine Learning
326,11-9071.00,Gambling Managers,1.B.1.b,Investigative,OI,Occupational Interests,1.32,Nov-23,Machine Learning
327,11-9071.00,Gambling Managers,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
328,11-9071.00,Gambling Managers,1.B.1.d,Social,OI,Occupational Interests,2.63,Nov-23,Machine Learning
329,11-9071.00,Gambling Managers,1.B.1.e,Enterprising,OI,Occupational Interests,6.71,Nov-23,Machine Learning
330,11-9071.00,Gambling Managers,1.B.1.f,Conventional,OI,Occupational Interests,5.44,Nov-23,Machine Learning
331,11-9071.00,Gambling Managers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
332,11-9071.00,Gambling Managers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
333,11-9071.00,Gambling Managers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
334,11-9072.00,"Entertainment and Recreation Managers, Except Gambling",1.B.1.a,Realistic,OI,Occupational Interests,4.11,Nov-23,Machine Learning
335,11-9072.00,"Entertainment and Recreation Managers, Except Gambling",1.B.1.b,Investigative,OI,Occupational Interests,2.04,Nov-23,Machine Learning
336,11-9072.00,"Entertainment and Recreation Managers, Except Gambling",1.B.1.c,Artistic,OI,Occupational Interests,1.88,Nov-23,Machine Learning
337,11-9072.00,"Entertainment and Recreation Managers, Except Gambling",1.B.1.d,Social,OI,Occupational Interests,3.55,Nov-23,Machine Learning
338,11-9072.00,"Entertainment and Recreation Managers, Except Gambling",1.B.1.e,Enterprising,OI,Occupational Interests,5.86,Nov-23,Machine Learning
339,11-9072.00,"Entertainment and Recreation Managers, Except Gambling",1.B.1.f,Conventional,OI,Occupational Interests,4.78,Nov-23,Machine Learning
340,11-9072.00,"Entertainment and Recreation Managers, Except Gambling",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
341,11-9072.00,"Entertainment and Recreation Managers, Except Gambling",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
342,11-9072.00,"Entertainment and Recreation Managers, Except Gambling",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
343,11-9081.00,Lodging Managers,1.B.1.a,Realistic,OI,Occupational Interests,2.45,Nov-23,Machine Learning
344,11-9081.00,Lodging Managers,1.B.1.b,Investigative,OI,Occupational Interests,1.17,Nov-23,Machine Learning
345,11-9081.00,Lodging Managers,1.B.1.c,Artistic,OI,Occupational Interests,1.45,Nov-23,Machine Learning
346,11-9081.00,Lodging Managers,1.B.1.d,Social,OI,Occupational Interests,4.22,Nov-23,Machine Learning
347,11-9081.00,Lodging Managers,1.B.1.e,Enterprising,OI,Occupational Interests,6.29,Nov-23,Machine Learning
348,11-9081.00,Lodging Managers,1.B.1.f,Conventional,OI,Occupational Interests,5.31,Nov-23,Machine Learning
349,11-9081.00,Lodging Managers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
350,11-9081.00,Lodging Managers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
